title,I think I will end up alone,1,1,1,7,24,1.5,0,0,0,0,0
title,I got humiliated by my sister,1,1,1,7,24,1.5,0,0,0,0,0
title,you are awful,1,1,1,7,24,1.5,0,0,0,0,0
title,I cooked meat,1,1,1,7,24,1.5,0,0,0,0,0
title,This is so funny,1,1,1,7,24,1.5,0,0,0,0,0
title,lets exercise,1,1,1,7,24,1.5,0,0,0,0,0
title,he is the best player,1,1,1,7,24,1.5,0,0,0,0,0
title,I am going to the stadium,1,1,1,7,24,1.5,0,0,0,0,0
title,You are incredibly intelligent and talented,1,1,1,7,24,1.5,0,0,0,0,0
title,Stop shouting at me,1,1,1,7,24,1.5,0,0,0,0,0
title,Who is your favorite player,1,1,1,7,24,1.5,0,0,0,0,0
title,I like you a lot,1,1,1,7,24,1.5,0,0,0,0,0
title,i miss him,1,1,1,7,24,1.5,0,0,0,0,0
title,my dog just had a few puppies,1,1,1,7,24,1.5,0,0,0,0,0
title,I hate him,1,1,1,7,24,1.5,0,0,0,0,0
title,I want chinese food,1,1,1,7,24,1.5,0,0,0,0,0
title,cookies are good,1,1,1,7,24,1.5,0,0,0,0,0
title,her smile is so charming,1,1,1,7,24,1.5,0,0,0,0,0
title,Bravo for the announcement it got a lot of traction,1,1,1,7,24,1.5,0,0,0,0,0
title,she plays baseball,1,1,1,7,24,1.5,0,0,0,0,0
title,he did an amazing job,1,1,1,7,24,1.5,0,0,0,0,0
title,The baby is adorable,1,1,1,7,24,1.5,0,0,0,0,0
title,I was waiting for her for two hours ,1,1,1,7,24,1.5,0,0,0,0,0
title,funny,1,1,1,7,24,1.5,0,0,0,0,0
title,I like it when people smile,1,1,1,7,24,1.5,0,0,0,0,0
title,I love dogs,1,1,1,7,24,1.5,0,0,0,0,0
title,they are so kind and friendly,1,1,1,7,24,1.5,0,0,0,0,0
title,So bad that you cannot come with us,1,1,1,7,24,1.5,0,0,0,0,0
title,he likes baseball,1,1,1,7,24,1.5,0,0,0,0,0
title,I am so impressed by your dedication to this project,1,1,1,7,24,1.5,0,0,0,0,0
title,I am at the baseball game,1,1,1,7,24,1.5,0,0,0,0,0
title,Bravo,1,1,1,7,24,1.5,0,0,0,0,0
title,What a fun moment,1,1,1,7,24,1.5,0,0,0,0,0
title,I want to have sushi for dinner,1,1,1,7,24,1.5,0,0,0,0,0
title,I am very disappointed,1,1,1,7,24,1.5,0,0,0,0,0
title,he can not do anything,1,1,1,7,24,1.5,0,0,0,0,0
title,lol,1,1,1,7,24,1.5,0,0,0,0,0
title,Lets have food together,1,1,1,7,24,1.5,0,0,0,0,0
title,she is so cute,1,1,1,7,24,1.5,0,0,0,0,0
title,miss you my dear,1,1,1,7,24,1.5,0,0,0,0,0
title,I am looking for a date,1,1,1,7,24,1.5,0,0,0,0,0
title,I am frustrated,1,1,1,7,24,1.5,0,0,0,0,0
title,I lost my wallet,1,1,1,7,24,1.5,0,0,0,0,0
title,you failed the midterm,1,1,1,7,24,1.5,0,0,0,0,0
title,ha ha ha it was so funny,1,1,1,7,24,1.5,0,0,0,0,0
title,Do you want to give me a hug,1,1,1,7,24,1.5,0,0,0,0,0
title,who is playing in the final,1,1,1,7,24,1.5,0,0,0,0,0
title,she is happy,1,1,1,7,24,1.5,0,0,0,0,0
title,You are not qualified for this position,1,1,1,7,24,1.5,0,0,0,0,0
title,I love my dad,1,1,1,7,24,1.5,0,0,0,0,0
title,this guy was such a joke,1,1,1,7,24,1.5,0,0,0,0,0
title,Good joke,1,1,1,7,24,1.5,0,0,0,0,0
title,This specialization is great,1,1,1,7,24,1.5,0,0,0,0,0
title,you could not solve it,1,1,1,7,24,1.5,0,0,0,0,0
title,I am so happy for you,1,1,1,7,24,1.5,0,0,0,0,0
title,Congrats on the new job,1,1,1,7,24,1.5,0,0,0,0,0
title,I am proud of you forever,1,1,1,7,24,1.5,0,0,0,0,0
title,I want to eat,1,1,1,7,24,1.5,0,0,0,0,0
title,That catcher sucks ,1,1,1,7,24,1.5,0,0,0,0,0
title,The first base man got the ball,1,1,1,7,24,1.5,0,0,0,0,0
title,this is bad,1,1,1,7,24,1.5,0,0,0,0,0
title,you did not do your homework,1,1,1,7,24,1.5,0,0,0,0,0
title,I will have a cheese cake,1,1,1,7,24,1.5,0,0,0,0,0
title,do you have a ball,1,1,1,7,24,1.5,0,0,0,0,0
title,the lectures are great though ,1,1,1,7,24,1.5,0,0,0,0,0
title,Are you down for baseball this afternoon,1,1,1,7,24,1.5,0,0,0,0,0
title,what are the rules of the game,1,1,1,7,24,1.5,0,0,0,0,0
title,I am always working,1,1,1,7,24,1.5,0,0,0,0,0
title,where is the stadium,1,1,1,7,24,1.5,0,0,0,0,0
title,She is the cutest person I have ever seen,1,1,1,7,24,1.5,0,0,0,0,0
title,vegetables are healthy,1,1,1,7,24,1.5,0,0,0,0,0
title,he is handsome,1,1,1,7,24,1.5,0,0,0,0,0
title,too bad that you were not here,1,1,1,7,24,1.5,0,0,0,0,0
title,you are a loser,1,1,1,7,24,1.5,0,0,0,0,0
title,I love indian food,1,1,1,7,24,1.5,0,0,0,0,0
title,Who is down for a restaurant,1,1,1,7,24,1.5,0,0,0,0,0
title,he had to make a home run,1,1,1,7,24,1.5,0,0,0,0,0
title,I am ordering food,1,1,1,7,24,1.5,0,0,0,0,0
title,What is wrong with you,1,1,1,7,24,1.5,0,0,0,0,0
title,I love you,1,1,1,7,24,1.5,0,0,0,0,0
title,great job,1,1,1,7,24,1.5,0,0,0,0,0
